地段位置或門牌,總價(萬元),單價,總面積,主建物佔比,型態,樓別/樓高,交易筆棟數,建物現況格局,管理組織,電梯,交易年份
頂堡９７之５號三樓,630.0,17.7,35.63,74.25%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,無,109
下后垵５９號,730.0,19.4,37.58,80.47%,華廈(10層含以下有電梯),一層/五層,土:2 建:1車:0,3房2廳2衛,無,有,109
安岐２３０號二樓,600.0,21.7,27.7,87.89%,公寓(5樓含以下無電梯),二層/三層,土:2 建:1車:0,3房2廳2衛,無,無,109
下后垵５８號２樓,730.0,20.0,36.5,79.80%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:0,3房2廳2衛,無,有,109
安岐２３６之１號５樓,382.8,18.1,21.15,74.72%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
林湖路５１３號三樓,750.0,23.8,31.47,79.49%,華廈(10層含以下有電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,有,109
西堡３９之９號,550.0,19.9,27.63,79.56%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房1廳2衛,無,有,109
湖下２１３之１０號三樓,510.0,11.5,44.33,59.45%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:1,3房2廳2衛,無,無,109
下堡１００之１５號,195.0,20.4,9.57,64.88%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,109
環島西路二段９０１巷１弄３８號二樓,550.0,15.8,34.74,75.59%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房1廳4衛,無,無,109
頂堡２４７號,438.0,19.5,22.42,85.38%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳2衛,無,無,109
下堡１８８號,800.0,25.0,32.05,78.77%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１８８號二樓,725.0,22.6,32.05,78.77%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１８８號三樓　,725.0,22.6,32.05,78.77%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１８８號四樓,715.0,22.3,32.05,78.77%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１８８號五樓,735.0,22.9,32.05,78.77%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１８８之１號二樓,725.0,22.6,32.05,78.77%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１８８之１號,800.0,25.0,32.05,78.77%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１８８之１號三樓,725.0,22.6,32.05,78.77%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１８８之１號四樓,715.0,22.3,32.05,78.77%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１８８之１號五樓,735.0,22.9,32.05,78.77%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
下埔下６之８號三樓,415.0,24.8,16.7,80.89%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳1衛,無,無,109
下埔下６之９號三樓,415.0,24.8,16.76,80.94%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳1衛,無,無,109
安岐２３６之１號,375.0,19.2,19.48,81.11%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
仁愛新?６６之３號二樓,450.0,23.8,18.93,85.81%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,109
環島西路二段９０１巷１弄３８號三樓,550.0,15.8,34.74,75.59%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房1廳4衛,無,無,109
西浦頭７９之１１號二樓,380.0,16.7,22.77,84.23%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳1衛,無,無,109
東洲７６之２號,760.0,17.9,42.47,58.08%,華廈(10層含以下有電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
東堡１３之３號二樓,350.0,16.4,21.4,87.72%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,109
湖下４３之６號,650.0,22.3,29.09,86.19%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
瓊安路９６９號,540.0,19.8,27.22,81.71%,華廈(10層含以下有電梯),一層/四層,土:1 建:1車:0,3房2廳2衛,無,無,109
瓊安路９７１號三樓,510.0,19.0,26.84,81.77%,華廈(10層含以下有電梯),三層/四層,土:1 建:1車:0,3房2廳2衛,無,無,109
瓊安路９７１號四樓,520.0,19.4,26.84,81.77%,華廈(10層含以下有電梯),四層/四層,土:1 建:1車:0,3房2廳2衛,無,無,109
下埔下６之３號二樓,400.0,23.9,16.71,80.90%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳1衛,無,無,109
下埔下６之９號二樓,396.0,23.6,16.76,80.94%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳1衛,無,無,109
安岐２３６之３號４樓,395.0,18.3,21.63,74.07%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
瓊安路９６９號三樓,510.0,18.7,27.22,81.71%,華廈(10層含以下有電梯),三層/四層,土:1 建:1車:0,3房2廳2衛,無,無,109
瓊安路９６９號四樓,520.0,19.1,27.22,81.71%,華廈(10層含以下有電梯),四層/四層,土:1 建:1車:0,3房2廳2衛,無,無,109
瓊安路９６９號二樓,510.0,18.7,27.22,81.71%,華廈(10層含以下有電梯),二層/四層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１２５之１號,510.0,21.3,23.99,92.28%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１２５之１號三樓,535.0,20.5,26.07,84.93%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
榜林４２號二樓,620.0,20.9,29.74,81.29%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
東堡１３之３號三樓,420.0,19.6,21.4,87.72%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
東坑１１號三樓,605.0,19.4,31.2,65.18%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
安岐４８之７號二樓,335.0,17.1,19.65,81.00%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳1衛,無,無,109
安岐３５１號五樓,540.0,18.8,28.7,72.96%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,無,109
頂堡２４８號二樓,380.0,16.0,23.82,80.36%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,109
頂堡２４８號三樓,480.0,20.2,23.82,80.36%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳2衛,無,無,109
頂堡２４９號三樓,480.0,20.2,23.82,80.36%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳2衛,無,無,109
安岐２３６之２號,380.0,19.3,19.74,80.18%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
下堡２２８號,580.0,14.9,38.88,91.28%,公寓(5樓含以下無電梯),"一層,地下一層/三層",土:1 建:1車:0,4房2廳2衛,無,無,109
下埔下６之８號二樓,396.0,23.7,16.7,80.89%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳1衛,無,無,109
下堡１９２號二樓,210.0,19.2,10.91,80.21%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,無,109
西浦頭７９之９號三樓,403.0,16.7,24.07,81.54%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
下堡１２１號四樓之１,495.0,18.8,26.4,72.11%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
下堡１２２號四樓之１,543.0,18.6,29.16,74.06%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
下埔下６之８號,450.0,29.7,15.14,89.25%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳1衛,無,無,109
下堡１００之１２號二樓,838.0,19.4,43.1,68.54%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,4房0廳4衛,無,無,109
下堡２２８號三樓,480.0,16.5,29.05,81.46%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
湖下２１３之９號３樓,560.0,12.7,44.17,59.28%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:1,3房2廳2衛,無,無,108
下堡１２１號五樓之１,550.0,19.1,31.85,72.11%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:1,3房2廳2衛,無,有,108
下堡１２１號三樓之１,538.0,18.6,31.85,72.11%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:1,3房2廳2衛,無,有,108
下堡１２２號五樓之２,560.0,18.9,32.66,72.56%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:1,3房2廳2衛,無,有,108
下堡１２１號,515.0,19.4,26.58,72.05%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,有,108
下堡１２２號三樓之２,500.0,18.4,27.21,72.56%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,108
下堡１２２號四樓之２,500.0,18.4,27.21,72.56%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,108
下堡１２２號,513.5,19.9,25.82,72.20%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,有,108
下堡１２２號二樓之２,550.0,16.8,32.66,60.45%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,108
下堡１２１號四樓之２,543.0,18.6,29.16,74.06%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,108
榜林２９之５號,690.0,23.5,29.35,91.20%,公寓(5樓含以下無電梯),一層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
安岐２９１號五樓,635.0,20.5,31.0,78.47%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
下堡１９０號三樓,730.0,19.1,38.28,88.60%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房1廳2衛,無,無,108
安岐２３１號二樓,560.0,19.0,29.51,82.75%,公寓(5樓含以下無電梯),二層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
榜林６之１３號二樓,745.0,19.6,38.07,66.78%,華廈(10層含以下有電梯),二層/四層,土:1 建:1車:0,3房1廳2衛,無,無,108
榜林６之１３號,800.0,21.9,36.49,69.67%,華廈(10層含以下有電梯),一層/四層,土:1 建:1車:0,3房1廳2衛,無,無,108
榜林６之１３號三樓,750.0,19.7,38.07,66.78%,華廈(10層含以下有電梯),三層/四層,土:1 建:1車:0,3房1廳2衛,無,無,108
安岐２３６之３號,395.0,19.8,19.98,80.18%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,2房2廳1衛,無,有,108
頂堡６３之６號三樓,580.0,20.4,28.47,85.64%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下堡２２７號三樓,500.0,16.6,30.15,78.49%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
安岐２９０號四樓之１,560.0,18.4,30.37,80.66%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
安岐２３６號５樓,573.8,17.5,32.79,73.24%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,2房2廳2衛,無,有,108
安岐２３６之３號３樓,367.4,17.0,21.63,74.07%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,2房2廳1衛,無,有,108
安岐２３６號,456.4,18.5,24.65,81.09%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,1房1廳2衛,無,有,108
安岐２９０號四樓之１,536.2,17.7,30.37,80.66%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
安美村安岐６１３號,625.0,17.9,34.95,85.95%,華廈(10層含以下有電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
西山１８號四樓,431.5,15.8,27.37,72.27%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
西山１８號三樓,431.5,15.8,27.37,72.28%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
東坑１１之２號三樓,470.0,19.0,24.72,81.27%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房2廳2衛,無,無,108
東坑１１之１號三樓,460.0,18.6,24.72,81.27%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
安岐２９０號二樓之１,630.0,20.7,30.37,80.66%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
上后垵１１２號３樓,400.0,20.3,19.72,85.98%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房2廳2衛,無,無,108
湖下５之５號,640.0,24.3,26.35,86.23%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
頂埔下８６號二樓,550.0,23.4,23.54,70.77%,華廈(10層含以下有電梯),二層/四層,土:2 建:1車:0,2房1廳2衛,無,無,108
頂埔下８６號三樓,530.0,22.5,23.54,70.77%,華廈(10層含以下有電梯),三層/四層,土:2 建:1車:0,2房1廳2衛,無,無,108
頂埔下８６之１號三樓,840.0,23.7,35.43,77.93%,華廈(10層含以下有電梯),三層/四層,土:2 建:1車:0,3房2廳2衛,無,無,108
頂埔下８６之１號二樓,840.0,23.7,35.43,77.93%,華廈(10層含以下有電梯),二層/四層,土:2 建:1車:0,3房2廳2衛,無,無,108
頂埔下８６之１號四樓,840.0,23.7,35.43,77.93%,華廈(10層含以下有電梯),四層/四層,土:2 建:1車:0,3房2廳2衛,無,無,108
安岐２２９號三樓,490.0,17.2,28.56,83.98%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
西山１７號,455.0,15.9,28.56,75.13%,華廈(10層含以下有電梯),一層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
東坑１１之１號二樓,450.0,18.2,24.72,81.27%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下堡１９２號三樓,200.0,18.3,10.91,80.21%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
下堡１９７號三樓,200.0,18.3,10.91,80.21%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
東坑１１之２號,510.0,20.6,24.72,81.27%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下后垵５８號５樓,735.0,20.1,36.5,79.80%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
頂堡２９９號二樓,590.0,16.2,36.48,71.53%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
頂堡２４７號二樓,403.0,16.9,23.81,80.37%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
下堡１９８號三樓,210.0,19.2,10.91,80.21%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
頂堡２９９號三樓,640.0,17.5,36.48,71.53%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
頂堡２４８號,450.0,20.1,22.42,85.35%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４６號三樓,480.0,20.2,23.81,80.37%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４６號二樓,405.0,17.0,23.81,80.37%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４９號,460.0,20.5,22.42,85.35%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４９號二樓,400.0,16.8,23.82,80.36%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
頂堡２４７號三樓,500.0,21.0,23.81,80.37%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳2衛,無,無,108
安岐２９０號四樓之１,650.0,21.4,30.37,80.66%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
東洲９１號三樓,600.0,19.2,31.25,81.02%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房1廳3衛,無,無,108
東洲９１號二樓,400.0,12.8,31.25,81.02%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳3衛,無,無,108
東洲９１號,700.0,22.5,31.1,81.41%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳3衛,無,無,108
下堡１９６號三樓,210.0,19.2,10.91,80.21%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
頂埔下２３之６號三樓,420.0,17.8,23.55,81.16%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,2房2廳1衛,無,無,108
下埔下６之６號二樓,550.0,15.0,36.58,88.86%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳4衛,無,無,108
東洲段９３號３樓,460.0,16.1,28.5,85.22%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下埔下１２０號三樓,560.0,20.8,26.93,79.19%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,無,108
西山１７號三樓,450.0,15.8,28.56,75.13%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
下堡２２９號二樓,399.0,16.1,24.78,76.62%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,108
榜林６之１２號二樓,530.0,21.4,24.82,84.13%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳1衛,無,無,108
西山１７號五樓,460.0,16.1,28.56,75.13%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
東洲７６號二樓之一,350.0,20.6,16.96,57.47%,華廈(10層含以下有電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
下后垵５９號４樓,700.0,18.2,38.4,80.42%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
湖下２３１之１號三樓,370.0,15.1,24.55,83.64%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房1廳2衛,無,無,108
下堡２０１號二樓,700.0,19.2,36.42,80.13%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,有,無,108
下后垵５８號３樓,730.0,20.0,36.5,79.80%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
西山１７號四樓,436.0,15.3,28.56,75.13%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
西堡３９之８號二樓,380.0,19.8,19.18,77.19%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
下堡２２６號二樓,420.0,17.0,24.78,76.62%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳2衛,無,無,108
安岐３５２號四樓,490.0,18.5,26.5,72.83%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
頂堡９７之５號三樓,630.0,17.7,35.63,74.25%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
頂堡９７之６號三樓,700.0,18.9,37.01,75.25%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,無,108
下堡１９７號二樓,206.0,18.9,10.91,80.21%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
下堡２２７號二樓,525.0,17.4,30.15,78.49%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房1廳2衛,無,無,108
安岐３５１號三樓,535.0,18.6,28.7,72.96%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
西堡３９之７號三樓,525.0,19.8,26.47,82.88%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
西堡３９之８號三樓,380.0,19.8,19.18,77.19%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房2廳1衛,無,無,108
湖南１３之１８號,568.0,21.3,26.62,81.41%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房2廳2衛,無,無,108
埔邊１４２號地下一樓,100.0,35.5,2.82,66.38%,華廈(10層含以下有電梯),地下一層/三層,土:1 建:1車:0,1房1廳1衛,無,無,108
安岐３５１號二樓,520.0,18.1,28.7,72.96%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
安岐３５２號五樓,488.0,18.4,26.5,72.83%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,無,108
下后垵５９號５樓,700.0,18.2,38.4,80.42%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
西堡３９之７號二樓,525.0,19.8,26.47,82.88%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
安岐４８之１３號,510.0,19.0,26.84,94.06%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
下后垵５８號４樓,700.0,19.2,36.5,79.80%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,108
榜林６之１１號二樓,615.0,23.4,26.31,84.10%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,108
