總價(萬元),單價,總面積,主建物佔比,型態,管理組織,電梯,交易年份,土,建,車,房,廳,衛,樓別,樓高,地區
620.0,20.9,29.74,81.29%,公寓(5樓含以下無電梯),無,無,110,1,2,0,3.0,2.0,2.0,三層,3,榜林
425.0,18.1,23.45,69.06%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,四層,5,西山
425.0,17.2,24.78,76.62%,公寓(5樓含以下無電梯),有,無,110,1,1,0,2.0,2.0,2.0,三層,3,下堡
360.0,15.2,23.65,76.77%,公寓(5樓含以下無電梯),無,無,110,1,2,0,2.0,1.0,1.0,三層,3,湖下
210.0,21.9,9.57,79.58%,公寓(5樓含以下無電梯),無,無,110,1,1,0,1.0,1.0,1.0,三層,3,埔後
428.0,18.6,23.02,70.35%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,四層,5,西山
360.0,16.0,22.44,80.94%,公寓(5樓含以下無電梯),無,無,110,1,2,0,2.0,1.0,1.0,一層,3,湖下
360.0,15.2,23.65,76.77%,公寓(5樓含以下無電梯),無,無,110,1,2,0,2.0,1.0,1.0,二層,3,湖下
560.0,17.4,32.12,76.01%,華廈(10層含以下有電梯),有,有,110,1,1,0,3.0,1.0,2.0,一層,5,中堡
380.0,22.2,17.12,82.75%,公寓(5樓含以下無電梯),無,無,110,1,2,0,2.0,1.0,2.0,二層,3,湖下
400.0,17.2,23.21,70.60%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,三層,5,西山
215.0,20.3,10.58,64.24%,公寓(5樓含以下無電梯),無,無,110,1,1,0,,,,三層,3,頂埔下
510.0,14.9,34.2,71.88%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,三層,5,西山
420.0,17.9,23.45,69.06%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,二層,5,西山
407.0,22.5,18.07,77.44%,華廈(10層含以下有電梯),有,有,110,2,1,0,2.0,1.0,1.0,一層,4,湖下
407.0,21.4,19.04,73.28%,華廈(10層含以下有電梯),有,有,110,2,1,0,2.0,1.0,1.0,二層,4,湖下
407.0,21.4,19.05,73.29%,華廈(10層含以下有電梯),有,有,110,2,1,0,2.0,1.0,1.0,三層,4,湖下
650.0,22.6,28.76,88.84%,公寓(5樓含以下無電梯),無,無,110,2,1,0,2.0,2.0,2.0,一層,3,頂堡
550.0,21.4,25.74,89.25%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,一層,3,嚨口
430.0,18.8,22.86,81.67%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,一層,3,安岐
845.0,18.3,47.08,59.88%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,二層,6,頂堡
425.0,19.2,22.15,83.00%,公寓(5樓含以下無電梯),無,無,110,1,1,0,2.0,1.0,2.0,二層,3,東堡
610.0,17.5,34.88,70.49%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,三層,4,西山
590.0,12.1,48.67,71.32%,公寓(5樓含以下無電梯),無,無,110,1,1,1,3.0,1.0,2.0,二層,3,湖下
418.0,17.3,24.17,77.24%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,三層,3,安岐
1980.0,21.2,93.43,74.93%,華廈(10層含以下有電梯),有,有,110,2,6,0,2.0,1.0,1.0,三層,4,湖下
760.0,16.4,46.83,59.64%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,五層,6,頂堡
312.8,15.0,20.85,77.09%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,一層,5,西山
342.8,16.4,20.85,77.09%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,一層,5,西山
750.0,17.5,42.92,59.90%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,一層,6,頂堡
430.0,18.1,23.81,85.30%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,1.0,2.0,一層,3,西浦頭
600.0,20.7,29.04,76.61%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,五層,5,環島西路二段
588.0,20.2,29.04,76.61%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,四層,5,環島西路二段
460.0,18.3,25.18,81.89%,公寓(5樓含以下無電梯),無,無,110,1,1,0,2.0,2.0,1.0,二層,3,昔果山
510.0,21.3,23.99,92.28%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,一層,3,下堡
477.0,20.3,23.48,75.24%,華廈(10層含以下有電梯),有,有,110,1,1,0,2.0,2.0,1.0,三層,5,湖下
725.0,20.6,35.16,83.49%,華廈(10層含以下有電梯),無,有,110,3,1,0,3.0,1.0,3.0,四層,5,湖下
474.0,20.4,23.26,75.19%,華廈(10層含以下有電梯),有,有,110,1,1,0,2.0,2.0,1.0,二層,5,湖下
455.0,18.0,25.29,71.12%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,三層,5,中堡
453.0,17.9,25.29,71.12%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,四層,5,中堡
455.0,18.0,25.29,71.12%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,二層,5,中堡
472.0,18.0,26.16,74.55%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,四層,5,中堡
565.0,20.8,27.13,84.14%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,一層,5,環島西路二段
535.0,18.4,29.09,77.66%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,四層,5,環島西路二段
390.0,22.8,17.12,82.75%,公寓(5樓含以下無電梯),無,無,110,1,2,0,2.0,1.0,2.0,三層,3,湖下
685.0,27.0,25.42,88.98%,公寓(5樓含以下無電梯),無,無,110,3,1,0,3.0,2.0,2.0,三層,3,埔後
530.0,18.1,29.33,77.84%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,四層,5,環島西路二段
540.0,18.4,29.33,77.84%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,五層,5,環島西路二段
540.0,18.6,29.09,77.66%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,三層,5,環島西路二段
540.0,18.6,29.09,77.66%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,五層,5,環島西路二段
521.0,24.2,21.56,81.12%,華廈(10層含以下有電梯),有,有,110,1,1,0,2.0,2.0,1.0,一層,5,湖下
530.0,18.1,29.33,77.84%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,三層,5,環島西路二段
530.0,18.1,29.33,77.84%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,二層,5,環島西路二段
530.0,18.2,29.09,77.66%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,二層,5,環島西路二段
550.0,20.4,26.9,84.00%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,一層,5,環島西路二段
205.0,19.5,10.52,64.60%,公寓(5樓含以下無電梯),無,無,110,1,1,0,1.0,1.0,1.0,三層,3,頂埔下
455.0,17.4,26.21,83.66%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,二層,3,安岐
585.0,17.1,34.2,71.88%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,二層,5,西山
780.0,16.8,47.08,59.88%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,四層,6,頂堡
560.0,19.2,29.16,74.06%,華廈(10層含以下有電梯),有,有,110,1,1,0,3.0,2.0,2.0,二層,5,下堡
600.0,20.3,29.51,82.75%,公寓(5樓含以下無電梯),無,無,110,2,1,0,3.0,2.0,2.0,三層,3,安岐
450.0,23.8,18.89,74.83%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,1.0,1.0,二層,4,湖下
472.0,18.6,25.35,70.95%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,一層,5,中堡
418.0,17.3,24.17,77.24%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,二層,3,安岐
473.0,18.1,26.16,74.55%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,二層,5,中堡
460.0,18.2,25.29,71.12%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,五層,5,中堡
400.0,17.1,23.45,69.06%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,三層,5,西山
540.0,23.0,23.48,75.24%,華廈(10層含以下有電梯),有,有,110,1,1,0,2.0,2.0,1.0,五層,5,湖下
575.0,16.5,34.88,70.49%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,四層,4,西山
550.0,16.8,32.78,73.26%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,二層,5,安岐
560.0,19.2,29.16,74.06%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,二層,5,下堡
642.0,21.0,30.56,75.55%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,三層,5,瓊安路
500.0,19.0,26.34,85.08%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,三層,3,下堡
250.0,20.9,11.98,45.65%,華廈(10層含以下有電梯),有,有,110,1,1,0,1.0,0.0,1.0,二層,3,埔邊
370.0,18.2,20.37,77.61%,華廈(10層含以下有電梯),無,有,110,1,1,0,2.0,2.0,2.0,二層,5,西堡
515.0,19.5,26.4,72.11%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,二層,5,下堡
345.3,15.0,23.02,70.35%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,二層,5,西山
800.0,17.2,47.08,59.88%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,五層,6,頂堡
513.0,15.0,34.2,71.88%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,四層,5,西山
348.6,15.0,23.24,70.53%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,五層,5,西山
613.2,15.0,60.57,70.49%,華廈(10層含以下有電梯),無,有,110,2,1,3,3.0,2.0,2.0,二層,4,西山
427.5,15.0,28.5,67.98%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,三層,4,西山
348.6,15.0,23.24,70.53%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,四層,5,西山
351.8,15.0,23.45,69.06%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,五層,5,西山
345.6,15.0,23.04,70.28%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,五層,5,西山
408.2,15.0,41.88,70.59%,華廈(10層含以下有電梯),無,有,110,2,1,2,2.0,2.0,2.0,二層,5,西山
505.5,15.9,31.71,77.19%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,一層,5,西山
345.3,15.0,23.02,70.35%,華廈(10層含以下有電梯),無,有,110,2,1,0,2.0,2.0,2.0,三層,5,西山
498.0,20.5,24.26,92.38%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,一層,3,下堡
660.0,22.0,30.01,71.86%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,一層,5,瓊安路
590.0,19.7,30.01,71.86%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,二層,5,瓊安路
590.0,19.7,30.01,71.86%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,四層,5,瓊安路
480.0,11.6,41.45,88.01%,公寓(5樓含以下無電梯),有,無,110,1,1,0,2.0,2.0,2.0,"一層,地下一層",3,下堡
770.0,21.9,35.16,83.49%,公寓(5樓含以下無電梯),無,無,110,3,1,0,3.0,1.0,3.0,一層,5,湖下
512.0,19.1,26.82,74.82%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,二層,5,瓊安路
460.0,17.5,26.21,83.66%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,一層,3,安岐
493.0,17.9,27.52,82.09%,公寓(5樓含以下無電梯),無,無,110,2,1,0,3.0,2.0,2.0,二層,3,中堡
600.0,20.0,30.01,71.86%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,三層,5,瓊安路
512.0,19.4,26.33,74.50%,華廈(10層含以下有電梯),無,有,110,3,1,0,3.0,2.0,2.0,一層,5,中堡
560.0,17.1,32.78,73.26%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,四層,5,安岐
738.0,21.5,34.34,78.68%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,五層,5,東坑
800.0,17.3,46.83,59.64%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,二層,6,頂堡
512.0,18.6,27.52,82.09%,公寓(5樓含以下無電梯),無,無,110,3,1,0,3.0,2.0,2.0,三層,3,中堡
535.0,20.5,26.09,84.85%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,二層,3,下堡
450.0,18.2,24.77,82.59%,公寓(5樓含以下無電梯),無,無,110,1,1,0,2.0,2.0,1.0,三層,3,下埔下
235.0,21.7,10.82,63.06%,公寓(5樓含以下無電梯),有,無,110,1,1,0,1.0,1.0,1.0,一層,3,下堡
895.0,18.2,50.99,59.64%,華廈(10層含以下有電梯),無,有,110,1,1,2,3.0,2.0,2.0,六層,6,頂堡
835.0,18.1,47.08,59.88%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,六層,6,頂堡
780.0,16.9,46.49,59.64%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,四層,6,頂堡
780.0,16.9,46.83,59.64%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,四層,6,頂堡
780.0,18.3,42.67,59.64%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,六層,6,頂堡
560.0,17.1,32.78,73.26%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,三層,5,安岐
515.0,22.1,23.26,75.19%,華廈(10層含以下有電梯),無,有,110,1,1,0,2.0,2.0,1.0,四層,5,湖下
650.0,19.3,33.65,83.19%,公寓(5樓含以下無電梯),有,無,110,1,1,0,3.0,2.0,2.0,二層,3,下埔下
800.0,17.2,47.08,59.88%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,三層,6,頂堡
800.0,17.3,46.83,59.64%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,三層,6,頂堡
645.0,23.3,27.63,79.56%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,1.0,2.0,五層,5,西堡
465.0,23.8,19.52,77.32%,華廈(10層含以下有電梯),無,有,110,1,1,0,2.0,1.0,1.0,五層,5,西堡
750.0,21.3,35.16,83.49%,華廈(10層含以下有電梯),有,有,110,3,1,0,3.0,1.0,3.0,五層,5,湖下
369.0,18.1,20.37,77.61%,華廈(10層含以下有電梯),無,有,110,1,1,0,2.0,2.0,2.0,四層,5,西堡
460.0,17.5,26.21,83.66%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,三層,3,安岐
700.0,21.8,32.06,77.52%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,三層,3,林湖路
600.0,14.5,41.29,63.81%,公寓(5樓含以下無電梯),無,無,110,2,1,1,3.0,1.0,2.0,一層,3,湖下
585.0,20.9,28.05,73.95%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,四層,5,湖下
500.0,22.3,22.47,90.90%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,1.0,2.0,一層,3,湖南
260.0,24.7,10.52,64.60%,華廈(10層含以下有電梯),無,有,110,1,1,0,1.0,1.0,1.0,二層,3,頂埔下
490.0,19.2,25.47,88.69%,公寓(5樓含以下無電梯),無,無,110,2,1,0,3.0,2.0,2.0,一層,3,中堡
480.0,19.8,24.29,72.95%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,二層,5,下堡
518.0,18.6,27.92,82.08%,公寓(5樓含以下無電梯),無,無,110,3,1,0,3.0,2.0,2.0,三層,3,中堡
575.0,19.8,29.28,72.93%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,二層,5,下堡
430.0,17.4,24.78,76.62%,公寓(5樓含以下無電梯),有,無,110,1,1,0,2.0,2.0,2.0,三層,3,下堡
477.0,20.5,23.26,75.19%,公寓(5樓含以下無電梯),無,無,110,1,1,0,2.0,2.0,1.0,三層,5,湖下
385.0,18.0,21.38,74.03%,華廈(10層含以下有電梯),無,有,110,1,1,0,2.0,2.0,1.0,四層,5,安岐
446.0,29.4,15.19,89.27%,公寓(5樓含以下無電梯),無,無,110,1,1,0,2.0,1.0,1.0,一層,3,下埔下
425.0,17.6,24.22,83.54%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,1.0,2.0,三層,3,安岐
525.0,24.1,21.77,81.10%,華廈(10層含以下有電梯),無,有,110,1,1,0,2.0,2.0,1.0,一層,5,湖下
540.0,23.2,23.26,75.19%,華廈(10層含以下有電梯),無,有,110,1,1,0,2.0,2.0,1.0,五層,5,湖下
490.0,21.1,23.26,75.19%,華廈(10層含以下有電梯),無,有,110,1,1,0,2.0,2.0,1.0,五層,5,湖下
700.0,21.8,32.1,77.74%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,三層,5,下埔下
880.0,25.1,35.05,86.74%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,一層,3,榜林
522.0,19.9,26.23,75.31%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,五層,5,下堡
485.0,20.0,24.29,72.95%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,三層,5,下堡
728.0,20.1,36.2,83.99%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,二層,3,榜林
643.0,23.0,28.08,65.96%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,一層,5,下堡
510.0,18.5,27.63,79.56%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,三層,5,西堡
515.0,20.1,25.64,72.53%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,三層,5,下堡
720.0,22.9,31.47,79.49%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,二層,3,林湖路
675.0,21.1,32.06,77.52%,華廈(10層含以下有電梯),無,有,110,2,1,0,3.0,2.0,2.0,二層,3,林湖路
410.0,17.6,23.28,82.98%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,0.0,3.0,三層,3,頂埔下
517.0,19.7,26.23,75.31%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,四層,5,下堡
570.0,20.3,28.05,73.95%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,二層,5,湖下
650.0,17.8,36.47,71.34%,公寓(5樓含以下無電梯),無,無,110,1,1,0,3.0,2.0,2.0,二層,3,下堡
481.0,19.8,24.29,72.95%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,2.0,2.0,四層,5,下堡
474.0,20.3,23.33,72.54%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,1.0,2.0,五層,5,下堡
463.0,19.8,23.33,72.54%,華廈(10層含以下有電梯),無,有,110,1,1,0,3.0,1.0,2.0,四層,5,下堡
600.0,23.4,25.69,79.40%,公寓(5樓含以下無電梯),有,無,110,1,2,0,3.0,1.0,2.0,二層,3,東洲
640.0,21.5,29.74,81.28%,公寓(5樓含以下無電梯),無,無,110,1,2,0,3.0,1.0,2.0,一層,3,榜林
548.0,20.6,26.59,72.94%,華廈(10層含以下有電梯),無,有,110,1,1,1,3.0,2.0,2.0,五層,5,下堡
198.0,28.4,6.98,80.40%,公寓(5樓含以下無電梯),無,無,110,1,1,0,1.0,0.0,1.0,一層,3,下堡
388.0,18.4,21.1,74.90%,華廈(10層含以下有電梯),無,有,110,1,1,0,2.0,2.0,1.0,二層,5,安岐
600.0,23.4,25.69,79.40%,公寓(5樓含以下無電梯),有,無,110,1,2,0,3.0,1.0,2.0,三層,3,東洲
165.0,23.3,7.09,74.93%,公寓(5樓含以下無電梯),無,無,109,1,1,0,1.0,0.0,1.0,二層,3,下堡
490.0,18.0,27.2,80.11%,公寓(5樓含以下無電梯),無,無,109,1,2,0,2.0,2.0,2.0,二層,3,湖下
505.0,18.6,27.2,80.11%,公寓(5樓含以下無電梯),無,無,109,1,2,0,2.0,2.0,2.0,三層,3,湖下
250.0,18.9,13.25,71.32%,公寓(5樓含以下無電梯),無,無,109,1,2,0,1.0,1.0,1.0,三層,3,湖下
400.0,17.2,23.28,82.98%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,0.0,3.0,二層,3,頂埔下
350.0,17.9,19.52,77.32%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,1.0,1.0,二層,5,西堡
780.0,22.0,35.38,83.59%,華廈(10層含以下有電梯),有,有,109,3,1,0,3.0,1.0,3.0,一層,5,湖下
730.0,20.6,35.38,83.59%,華廈(10層含以下有電梯),有,有,109,3,1,0,3.0,1.0,3.0,五層,5,湖下
370.0,17.5,21.1,74.90%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,1.0,三層,5,安岐
695.0,21.6,32.1,77.74%,華廈(10層含以下有電梯),無,有,109,1,1,0,3.0,2.0,2.0,四層,5,下埔下
550.0,19.6,28.05,73.95%,華廈(10層含以下有電梯),無,有,109,1,1,0,3.0,2.0,2.0,二層,5,湖下
390.0,18.5,21.1,74.90%,華廈(10層含以下有電梯),無,有,109,1,1,0,2.0,2.0,1.0,四層,5,安岐
460.0,17.4,26.51,78.57%,公寓(5樓含以下無電梯),無,無,109,1,1,0,3.0,2.0,2.0,三層,3,安岐
790.0,17.0,47.08,59.88%,華廈(10層含以下有電梯),無,有,109,1,1,1,3.0,2.0,2.0,四層,6,頂堡
750.0,11.8,63.58,75.63%,公寓(5樓含以下無電梯),無,無,109,1,2,0,,,,一層,3,伯玉路二段
