總價(萬元),單價,總面積,主建物佔比,型態,管理組織,電梯,交易年份,土,建,車,房,廳,衛,樓別,樓高,地區
700.0,18.7,37.34,89.18%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,二層,3,頂堡
370.0,16.5,22.37,80.03%,公寓(5樓含以下無電梯),無,無,105,1,1,0,2.0,1.0,1.0,三層,3,西堡
690.0,17.3,39.96,74.09%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,三層,3,湖下
490.0,17.4,28.13,75.95%,公寓(5樓含以下無電梯),無,無,105,1,1,0,2.0,2.0,2.0,一層,3,湖下
660.0,13.6,48.42,61.14%,公寓(5樓含以下無電梯),無,無,105,1,1,1,3.0,2.0,2.0,二層,3,湖下
690.0,18.5,37.34,89.18%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,二層,3,頂堡
704.0,19.0,37.01,89.13%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,二層,3,頂堡
400.0,17.1,23.34,89.45%,公寓(5樓含以下無電梯),無,無,105,1,1,0,2.0,1.0,2.0,三層,3,前厝
800.0,25.9,30.88,75.93%,公寓(5樓含以下無電梯),無,無,105,3,1,0,3.0,1.0,2.0,一層,4,珠浦西路
720.0,21.4,33.57,94.74%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,一層,3,頂堡
720.0,21.7,33.25,94.73%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,一層,3,頂堡
770.0,23.2,33.25,94.73%,公寓(5樓含以下無電梯),無,無,105,1,1,0,3.0,2.0,2.0,一層,3,頂堡
600.0,19.4,30.9,87.18%,公寓(5樓含以下無電梯),無,無,105,4,1,0,3.0,2.0,2.0,二層,3,湖下
600.0,21.1,28.46,92.42%,公寓(5樓含以下無電梯),無,無,105,4,1,0,3.0,2.0,2.0,一層,3,湖下
600.0,19.8,30.27,86.92%,公寓(5樓含以下無電梯),無,無,105,4,1,0,3.0,2.0,2.0,三層,3,湖下
650.0,22.3,29.1,92.59%,公寓(5樓含以下無電梯),無,無,105,4,1,0,3.0,2.0,2.0,一層,3,湖下
600.0,19.8,30.27,86.92%,公寓(5樓含以下無電梯),無,無,105,4,1,0,3.0,2.0,2.0,二層,3,湖下
510.0,19.0,26.79,85.04%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,安岐
780.0,18.0,43.37,57.93%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,東州
788.0,18.7,42.22,58.09%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,東州
770.0,18.2,42.22,58.09%,公寓(5樓含以下無電梯),無,無,104,1,1,0,2.0,2.0,1.0,三層,3,東州
750.0,17.1,43.94,57.61%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,東州
730.0,17.3,42.14,58.07%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,東州
505.0,12.2,41.46,63.97%,公寓(5樓含以下無電梯),無,無,104,2,1,1,3.0,2.0,2.0,一層,3,湖下
370.0,15.4,24.07,81.54%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,西浦頭
480.0,19.8,24.24,85.60%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,西浦頭
775.0,18.0,43.03,57.44%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,東州
545.0,12.4,44.17,59.28%,公寓(5樓含以下無電梯),無,無,104,2,1,1,3.0,2.0,2.0,三層,3,湖下
688.0,20.6,33.33,83.94%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,下堡
545.0,13.2,41.46,63.97%,公寓(5樓含以下無電梯),無,無,104,2,1,1,3.0,2.0,2.0,一層,3,湖下
530.0,11.9,44.13,59.34%,公寓(5樓含以下無電梯),無,無,104,2,1,1,3.0,2.0,2.0,二層,3,湖下
728.0,22.5,32.4,84.84%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,埔後
730.0,19.8,36.91,83.17%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,一層,3,東坑
620.0,16.8,36.91,83.17%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,二層,3,東坑
639.9,20.7,30.93,,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,埔後
500.0,16.8,29.79,86.42%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,一層,3,頂堡
500.0,14.1,35.34,77.79%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,三層,3,頂堡
500.0,16.8,29.75,86.54%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,三層,3,頂堡
500.0,14.1,35.34,77.79%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,二層,3,頂堡
500.0,16.8,29.75,86.54%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,二層,3,頂堡
500.0,17.0,29.41,86.86%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,二層,3,頂堡
500.0,17.0,29.41,86.86%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,三層,3,頂堡
450.0,15.6,28.76,88.84%,公寓(5樓含以下無電梯),無,無,104,2,1,0,3.0,2.0,2.0,一層,3,頂堡
350.0,17.8,19.65,81.00%,公寓(5樓含以下無電梯),無,無,104,1,1,0,2.0,1.0,1.0,三層,3,安岐
620.0,14.4,43.02,58.97%,公寓(5樓含以下無電梯),無,無,104,1,1,1,3.0,1.0,2.0,一層,3,安岐
780.0,18.4,42.47,58.08%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,1.0,一層,3,東州
730.0,17.3,42.25,58.04%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,東州
750.0,15.2,49.43,57.45%,公寓(5樓含以下無電梯),無,無,104,1,1,1,4.0,0.0,4.0,三層,3,下堡
425.0,17.0,25.02,,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,安岐
408.0,16.0,25.43,,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,安岐
380.0,14.8,25.74,90.54%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,安岐
412.0,16.5,25.02,,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,安岐
430.0,15.7,27.34,82.60%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,安岐
328.2,16.0,20.58,,公寓(5樓含以下無電梯),無,無,104,1,1,0,2.0,2.0,1.0,三層,3,安岐
399.0,15.5,25.74,90.53%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,安岐
390.0,15.8,24.64,85.54%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,安岐
395.0,15.3,25.74,90.54%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,安岐
490.0,18.3,26.79,85.04%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,安岐
490.0,18.3,26.79,85.04%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,安岐
510.0,19.0,26.79,85.04%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,安岐
540.0,20.2,26.79,85.04%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,安岐
580.0,21.6,26.79,85.04%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,安岐
530.0,19.8,26.79,85.04%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,安岐
500.0,18.7,26.79,85.04%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,安岐
325.0,13.7,23.64,81.15%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,西浦頭
390.0,16.2,24.07,81.54%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,西浦頭
370.0,15.5,23.81,85.30%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,西浦頭
335.0,14.7,22.77,84.23%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,西浦頭
360.0,15.8,22.77,84.23%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,西浦頭
370.0,15.3,24.24,85.60%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,西浦頭
370.0,15.7,23.64,81.15%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,西浦頭
325.0,14.0,23.21,84.56%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,西浦頭
360.0,18.7,19.25,80.74%,公寓(5樓含以下無電梯),無,無,104,1,1,0,2.0,2.0,2.0,二層,3,安岐
430.0,21.2,20.24,79.14%,公寓(5樓含以下無電梯),無,無,104,1,1,0,1.0,2.0,2.0,三層,3,仁愛新
632.0,14.2,44.53,57.43%,公寓(5樓含以下無電梯),無,無,104,1,1,1,3.0,1.0,2.0,一層,3,安岐
565.0,19.5,28.99,85.86%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,昔果山
750.0,22.5,33.33,86.14%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,下堡
750.0,22.5,33.33,86.14%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,下堡
755.0,19.9,38.01,89.22%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,下堡
785.0,21.4,36.68,91.33%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,一層,3,下堡
730.0,19.9,36.68,91.33%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,二層,3,下堡
700.0,20.8,33.65,83.19%,公寓(5樓含以下無電梯),無,無,104,1,1,0,3.0,2.0,2.0,三層,3,下埔下
790.0,24.9,31.76,88.13%,公寓(5樓含以下無電梯),有,無,104,1,1,0,3.0,2.0,2.0,一層,3,下埔下
660.0,18.2,36.35,77.00%,公寓(5樓含以下無電梯),有,無,104,1,1,0,3.0,2.0,2.0,二層,3,下埔下
400.0,10.2,39.12,67.87%,公寓(5樓含以下無電梯),無,無,103,1,2,0,3.0,2.0,2.0,一層,3,伯玉路二段
588.0,13.3,44.1,60.88%,公寓(5樓含以下無電梯),無,無,103,1,1,1,3.0,1.0,2.0,三層,3,安岐
630.0,20.5,30.67,85.76%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,2.0,2.0,二層,3,埔邊
545.0,13.1,41.53,64.66%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,1.0,2.0,二層,3,安岐
613.0,13.2,46.29,61.70%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,1.0,2.0,二層,3,安岐
548.3,12.7,43.02,58.97%,公寓(5樓含以下無電梯),無,無,103,1,1,1,3.0,1.0,2.0,一層,3,安岐
663.0,13.3,49.89,57.24%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,1.0,2.0,三層,3,安岐
565.0,16.9,33.42,86.76%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,1.0,3.0,三層,3,下堡
567.0,17.0,33.42,86.76%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,1.0,3.0,二層,3,下堡
522.0,15.5,33.69,86.86%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,1.0,2.0,三層,3,下堡
498.0,15.5,32.06,89.21%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,3.0,一層,3,下堡
488.0,14.5,33.69,86.86%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,1.0,2.0,二層,3,下堡
518.0,16.0,32.33,89.30%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,3.0,一層,3,下堡
558.0,17.0,32.92,81.39%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,一層,3,下堡
500.0,15.2,32.96,81.27%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,一層,3,下堡
400.0,13.7,29.19,86.23%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,一層,3,前厝
390.0,13.4,29.19,86.23%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,二層,3,前厝
470.0,16.1,29.19,86.23%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,三層,3,前厝
300.0,12.9,23.34,89.45%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,一層,3,前厝
355.0,15.2,23.34,89.45%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,二層,3,前厝
335.0,14.4,23.34,89.45%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,三層,3,前厝
430.0,15.0,28.6,89.36%,公寓(5樓含以下無電梯),無,無,103,1,1,0,4.0,2.0,2.0,一層,3,前厝
500.0,16.8,29.84,89.54%,公寓(5樓含以下無電梯),無,無,103,1,1,0,4.0,2.0,2.0,三層,3,前厝
450.0,20.5,21.98,82.61%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,二層,3,前厝
450.0,20.8,21.59,84.12%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,一層,3,前厝
350.0,15.9,21.98,82.61%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,三層,3,前厝
315.0,14.6,21.59,84.12%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,一層,3,前厝
330.0,15.0,21.98,82.61%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,二層,3,前厝
350.0,15.9,21.98,82.61%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,三層,3,前厝
560.0,21.8,25.73,92.02%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,一層,3,湖南
280.0,8.4,33.5,73.09%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,一層,3,湖南
650.0,18.4,35.35,84.62%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,3.0,二層,3,頂埔下
520.0,18.7,27.8,84.29%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,二層,3,湖南
530.0,18.9,28.07,84.34%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,二層,3,湖南
530.0,18.9,28.07,84.34%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,三層,3,湖南
520.0,18.7,27.8,84.29%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,三層,3,湖南
550.0,21.6,25.49,91.94%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,一層,3,湖南
1250.0,19.0,65.88,65.08%,公寓(5樓含以下無電梯),無,無,103,1,1,1,5.0,5.0,5.0,一層,3,下堡
570.0,17.1,33.29,73.56%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,三層,3,湖南
1200.0,8.4,142.21,65.08%,公寓(5樓含以下無電梯),無,無,103,1,1,11,5.0,5.0,5.0,三層,3,下堡
565.0,16.9,33.5,73.09%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,二層,3,南湖路
670.0,15.8,42.36,70.77%,公寓(5樓含以下無電梯),無,無,103,1,1,1,3.0,2.0,2.0,三層,3,下堡
611.2,11.9,51.25,68.54%,公寓(5樓含以下無電梯),無,無,103,1,1,1,4.0,4.0,4.0,一層,3,下堡
615.0,13.8,44.55,71.48%,公寓(5樓含以下無電梯),無,無,103,1,1,1,3.0,2.0,2.0,二層,3,下堡
750.0,15.2,49.43,68.79%,公寓(5樓含以下無電梯),無,無,103,1,1,1,4.0,4.0,4.0,三層,3,下堡
720.0,14.3,50.22,68.54%,公寓(5樓含以下無電梯),無,無,103,1,1,1,4.0,4.0,4.0,三層,3,下堡
434.5,14.6,29.84,69.21%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,一層,3,下堡
680.0,15.3,44.55,71.48%,公寓(5樓含以下無電梯),無,無,103,1,1,1,3.0,2.0,2.0,三層,3,下堡
680.0,15.3,44.55,71.48%,公寓(5樓含以下無電梯),無,無,103,1,1,1,3.0,2.0,2.0,三層,3,下堡
720.0,19.2,37.41,79.89%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,三層,3,埔邊
690.0,18.7,36.91,72.62%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,1.0,2.0,三層,3,埔邊
610.0,18.2,33.52,83.39%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,2.0,2.0,二層,3,埔邊
740.0,25.0,29.61,88.82%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,1.0,2.0,一層,3,埔邊
782.0,22.6,34.6,87.46%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,2.0,2.0,三層,3,埔邊
657.4,19.0,34.6,87.46%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,2.0,2.0,二層,3,埔邊
650.0,17.4,37.41,79.89%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,二層,3,埔邊
610.0,18.2,33.52,83.39%,公寓(5樓含以下無電梯),無,無,103,1,1,0,2.0,2.0,2.0,三層,3,埔邊
675.0,18.3,36.91,72.62%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,1.0,2.0,二層,3,埔邊
680.0,15.2,44.62,71.34%,公寓(5樓含以下無電梯),無,無,103,1,1,1,3.0,2.0,2.0,三層,3,下堡
710.0,17.8,39.84,82.44%,公寓(5樓含以下無電梯),無,無,103,1,1,0,3.0,2.0,2.0,二層,3,下埔下
470.0,14.3,32.88,84.14%,公寓(5樓含以下無電梯),無,無,102,2,1,0,3.0,2.0,2.0,二層,3,頂埔下
418.2,14.6,28.57,65.05%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,3.0,3.0,一層,3,下堡
515.1,14.1,36.47,71.34%,公寓(5樓含以下無電梯),無,無,102,1,1,0,2.0,2.0,1.0,二層,3,下堡
597.0,14.5,41.29,68.79%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,二層,3,下堡
561.0,13.0,43.1,68.54%,公寓(5樓含以下無電梯),無,無,102,1,1,0,4.0,4.0,4.0,二層,3,下堡
524.0,11.8,44.55,74.20%,公寓(5樓含以下無電梯),無,無,102,1,1,1,3.0,2.0,2.0,一層,3,下堡
535.0,12.6,42.36,70.77%,公寓(5樓含以下無電梯),無,無,102,1,1,1,2.0,2.0,1.0,二層,3,下堡
519.4,11.7,44.55,74.20%,公寓(5樓含以下無電梯),無,無,102,1,1,1,3.0,2.0,2.0,一層,3,下堡
550.0,12.3,44.62,74.05%,公寓(5樓含以下無電梯),無,無,102,1,1,1,3.0,2.0,2.0,一層,3,下堡
549.6,12.3,44.55,71.48%,公寓(5樓含以下無電梯),無,無,102,1,1,1,3.0,2.0,2.0,二層,3,下堡
529.0,12.5,42.33,73.81%,公寓(5樓含以下無電梯),無,無,102,1,1,1,3.0,2.0,2.0,一層,3,下堡
370.0,15.7,23.54,84.89%,公寓(5樓含以下無電梯),無,無,102,2,1,0,2.0,1.0,1.0,一層,3,湖埔村頂埔下
365.0,15.5,23.55,81.16%,公寓(5樓含以下無電梯),無,無,102,2,1,0,2.0,1.0,1.0,三層,3,湖埔村頂埔下
325.0,13.8,23.54,84.89%,公寓(5樓含以下無電梯),無,無,102,2,1,0,2.0,1.0,1.0,一層,3,湖埔村頂埔下
500.0,15.2,32.88,85.05%,公寓(5樓含以下無電梯),無,無,102,2,1,0,3.0,2.0,2.0,一層,3,湖埔村頂埔下
480.0,14.6,32.88,84.14%,公寓(5樓含以下無電梯),無,無,102,2,1,0,3.0,2.0,2.0,三層,3,湖埔村頂埔下
460.0,14.0,32.88,84.14%,公寓(5樓含以下無電梯),無,無,102,2,1,0,3.0,2.0,2.0,二層,3,湖埔村頂埔下
358.0,15.2,23.55,81.16%,公寓(5樓含以下無電梯),無,無,102,2,1,0,2.0,1.0,1.0,二層,3,湖埔村頂埔下
350.0,14.9,23.55,77.57%,公寓(5樓含以下無電梯),無,無,102,2,1,0,2.0,1.0,1.0,二層,3,湖埔村頂埔下
350.0,14.9,23.55,81.16%,公寓(5樓含以下無電梯),無,無,102,2,1,0,2.0,1.0,2.0,三層,3,湖埔村頂埔下
480.0,14.6,32.88,84.14%,公寓(5樓含以下無電梯),無,無,102,2,1,0,3.0,2.0,2.0,三層,3,湖埔村頂埔下
560.0,23.4,23.89,,公寓(5樓含以下無電梯),無,無,102,5,1,0,3.0,2.0,2.0,三層,3,湖下
545.0,14.7,37.07,,公寓(5樓含以下無電梯),無,無,102,5,1,0,3.0,2.0,2.0,三層,3,湖下
386.0,13.5,28.61,86.74%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,二層,3,仁愛新
396.0,13.8,28.61,86.74%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,三層,3,仁愛新
386.0,13.4,28.8,83.96%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,二層,3,仁愛新
770.0,12.5,61.72,81.36%,公寓(5樓含以下無電梯),無,無,102,1,2,0,3.0,2.0,2.0,三層,3,仁愛新
410.0,15.0,27.36,90.71%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,一層,3,仁愛新
400.0,14.5,27.55,87.78%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,一層,3,仁愛新
385.0,13.4,28.8,83.96%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,三層,3,仁愛新
535.0,15.3,34.98,82.58%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,三層,3,下堡
513.0,15.1,33.87,82.99%,公寓(5樓含以下無電梯),無,無,102,1,2,0,3.0,2.0,2.0,三層,3,頂堡
555.0,0.0,35.35,84.62%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,1.0,1.0,二層,3,頂埔下
410.0,14.8,27.67,90.75%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,一層,3,仁愛新
520.0,17.4,29.91,100.00%,公寓(5樓含以下無電梯),無,無,102,1,1,0,3.0,2.0,2.0,一層,3,頂埔下
